排名	学校名称	学校英文名	国家/地区
7	芝加哥大学	University of Chicago	美国
8	加州大学伯克利分校	University of California, Berkeley (UCB)	美国
9	剑桥大学	University of Cambridge	英国
10	纽约大学	New York University (NYU)	美国
11	新南威尔士大学	The University of New South Wales (UNSW Australia)	澳大利亚
12	伦敦商学院	London Business School	英国
13	哥伦比亚大学	Columbia University	美国
14	墨尔本大学	The University of Melbourne	澳大利亚
14	耶鲁大学	Yale University	美国
16	加州大学洛杉矶分校	University of California, Los Angeles (UCLA)	美国
17	香港科技大学	The Hong Kong University of Science and Technology	香港
18	新加坡国立大学	National University of Singapore (NUS)	新加坡
19	曼彻斯特大学	The University of Manchester	英国
20	悉尼大学	The University of Sydney	澳大利亚
21	南洋理工大学	Nanyang Technological University, Singapore (NTU)	新加坡
22	普林斯顿大学	Princeton University	美国
23	澳洲国立大学	The Australian National University	澳大利亚
23	香港中文大学	The Chinese University of Hong Kong (CUHK)	香港
25	康奈尔大学	Cornell University	美国
26	莫纳什大学	Monash University	澳大利亚
26	密歇根大学安娜堡分校	University of Michigan	美国
28	香港大学	The University of Hong Kong	香港
28	多伦多大学	University of Toronto	加拿大
30	北京大学	Peking University	中国
31	德克萨斯大学奥斯汀分校	University of Texas at Austin	美国
32	华威大学	The University of Warwick	英国
33	博科尼大学	Bocconi University	意大利
34	西北大学	Northwestern University	美国
34	英属哥伦比亚大学	University of British Columbia	加拿大
36	杜克大学	Duke University	美国
37	奥克兰大学	The University of Auckland	新西兰
38	帝国理工学院	Imperial College London	英国
39	巴黎高等商学院	HEC Paris School of Management	法国
39	昆士兰大学	The University of Queensland	澳大利亚
39	清华大学	Tsinghua University	中国
42	欧洲工商管理学院	INSEAD	法国
43	首尔国立大学	Seoul National University	韩国
44	东京大学	The University of Tokyo	日本
45	哥本哈根商学院	Copenhagen Business School	丹麦
45	伊利诺伊大学厄本那-香槟分校	University of Illinois at Urbana-Champaign	美国
47	高丽大学	Korea University	韩国
48	爱丁堡大学	The University of Edinburgh	英国
49	香港城市大学	City University of Hong Kong	香港
50	纳瓦拉大学	University of Navarra	西班牙
51-100	波士顿大学	Boston University	美国
51-100	卡迪夫大学	Cardiff University	英国
51-100	卡耐基梅隆大学	Carnegie Mellon University	美国
51-100	伦敦城市大学	City, University of London	英国
51-100	伊拉斯姆斯大学	Erasmus University Rotterdam	荷兰
51-100	埃塞克商学院	ESSEC Business School	法国
51-100	苏黎世联邦理工学院	ETH Zurich - Swiss Federal Institute of Technology	瑞士
51-100	复旦大学	Fudan University	中国
51-100	佐治亚理工学院	Georgia Institute of Technology	美国
51-100	印第安纳大学伯明顿分校	Indiana University Bloomington	美国
51-100	韩国高等科技学院	KAIST - Korea Advanced Institute of Science & Technology	韩国
51-100	鲁汶大学（荷语）	KU Leuven	比利时
51-100	兰卡斯特大学	Lancaster University	英国
51-100	麦考瑞大学	Macquarie University	澳大利亚
51-100	麦吉尔大学	McGill University	加拿大
51-100	密歇根州立大学	Michigan State University	美国
51-100	国立台湾大学	National Taiwan University (NTU)	台湾
51-100	俄亥俄州立大学	The Ohio State University	美国
51-100	宾州州立大学公园分校	Pennsylvania State University	美国
51-100	普渡大学西拉法叶分校	Purdue University	美国
51-100	上海交通大学	Shanghai Jiao Tong University	中国
51-100	新加坡管理大学	Singapore Management University	新加坡
51-100	斯德哥尔摩经济学院	Stockholm School of Economics	瑞典
51-100	成均馆大学	Sungkyunkwan University (SKKU)	韩国
51-100	德州农工大学	Texas A&M University	美国
51-100	香港理工大学	The Hong Kong Polytechnic University	香港
51-100	阿德雷德大学	The University of Adelaide	澳大利亚
51-100	西澳大学	The University of Western Australia	澳大利亚
51-100	蒂尔堡大学	Tilburg University	荷兰
51-100	伦敦大学学院	UCL (University College London)	英国
51-100	马德里卡洛斯三世大学	Universidad Carlos III de Madrid (UC3M)	西班牙
51-100	智利大学	Universidad de Chile	智利
51-100	圣保罗大学	Universidade de São Paulo	巴西
51-100	博洛尼亚大学	Alma Mater Studiorum - University of Bologna	意大利
51-100	曼海姆大学	Universität Mannheim	德国
51-100	蒙特利尔大学	Université de Montréal	加拿大
51-100	阿尔伯塔大学	University of Alberta	加拿大
51-100	阿姆斯特丹大学	University of Amsterdam	荷兰
51-100	伯明翰大学	University of Birmingham	英国
51-100	加州大学圣地亚哥分校	University of California, San Diego (UCSD)	美国
51-100	格拉斯哥大学	University of Glasgow	英国
51-100	北卡罗来纳大学教堂山分校	University of North Carolina, Chapel Hill	美国
51-100	罗切斯特大学	University of Rochester	美国
51-100	南加州大学	University of Southern California	美国
51-100	圣加仑大学	University of St.Gallen (HSG)	瑞士
51-100	悉尼科技大学	University of Technology Sydney	澳大利亚
51-100	华盛顿大学	University of Washington	美国
51-100	威斯康辛大学麦迪逊分校	University of Wisconsin-Madison	美国
51-100	惠灵顿维多利亚大学	Victoria University of Wellington	新西兰
51-100	西安大略大学	The University of Western Ontario	加拿大
51-100	延世大学	Yonsei University	韩国
101-150	阿尔托大学	Aalto University	芬兰
101-150	奥胡斯大学	Aarhus University	丹麦
101-150	奥克兰理工大学	Auckland University of Technology (AUT)	新西兰
101-150	波士顿学院	Boston College	美国
101-150	朱拉隆功大学	Chulalongkorn University	泰国
101-150	迪肯大学	Deakin University	澳大利亚
101-150	杜伦大学	Durham University	英国
101-150	艾茉莉大学	Emory University	美国
101-150	一桥大学	Hitotsubashi University	日本
101-150	柏林洪堡大学	Humboldt-Universität zu Berlin	德国
101-150	隆德大学	Lund University	瑞典
101-150	马斯特里赫特大学	Maastricht University	荷兰
101-150	梅西大学	Massey University	新西兰
101-150	国立政治大学	National Chengchi University	台湾
101-150	国立高等经济学院	National Research University Higher School of Economics (HSE, Moscow)	俄国
101-150	牛津布鲁克斯大学	Oxford Brookes University	英国
101-150	皇后大学	Queen's University at Kingston	加拿大
101-150	昆士兰科技大学	Queensland University of Technology (QUT)	澳大利亚
101-150	皇家墨尔本理工大学	RMIT University	澳大利亚
101-150	慕尼黑工业大学	Technical University of Munich	德国
101-150	蒙特雷理工学院	Instituto Tecnológico y de Estudios Superiores de Monterrey	墨西哥
101-150	诺丁汉大学	The University of Nottingham	英国
101-150	新葡京大学	Universidade Nova de Lisboa	葡萄牙
101-150	巴塞罗那大学	University of Barcelona	西班牙
101-150	法兰克福大学	Universität Frankfurt am Main	德国
101-150	巴黎第一大学	Université Paris 1 Panthéon-Sorbonne	法国
101-150	巴黎第九大学	Université Paris Dauphine	法国
101-150	马来亚大学	Universiti Malaya (UM)	马来西亚
101-150	亚利桑那大学	The University of Arizona	美国
101-150	布里斯托大学	University of Bristol	英国
101-150	加州大学戴维斯分校	University of California, Davis	美国
101-150	坎特伯雷大学（新西兰）	University of Canterbury	新西兰
101-150	埃克塞特大学	The University of Exeter	英国
101-150	佛罗里达大学	University of Florida	美国
101-150	格罗宁根大学	University of Groningen	荷兰
101-150	伊利诺伊大学芝加哥分校	University of Illinois, Chicago (UIC)	美国
101-150	洛桑大学	University of Lausanne	瑞士
101-150	马里兰大学学院公园分校	University of Maryland, College Park	美国
101-150	明尼苏达大学双城分校	University of Minnesota	美国
101-150	奥塔戈大学	University of Otago	新西兰
101-150	南澳大学	University of South Australia	澳大利亚
101-150	圣安德鲁斯大学	University of St Andrews	英国
101-150	怀卡托大学	University of Waikato	新西兰
101-150	滑铁卢大学	University of Waterloo	加拿大
101-150	苏黎世大学	University of Zurich	瑞士
101-150	早稻田大学	Waseda University	日本
101-150	维也纳经济大学	WU (Vienna University of Economics and Business)	奥地利
101-150	约克大学（加拿大）	York University	加拿大
101-150	浙江大学	Zhejiang University	中国
151-200	美利坚大学	American University	美国
151-200	亚利桑那州立大学	Arizona State University	美国
151-200	阿斯顿大学	Aston University	英国
151-200	雅典经商大学	Athens University of Economics and Business	希腊
151-200	杨百翰大学	Brigham Young University	美国
151-200	纽约市立大学	City University of New York	美国
151-200	康考迪亚大学	Concordia University	加拿大
151-200	科廷大学	Curtin University	澳大利亚
151-200	乔治华盛顿大学	George Washington University	美国
151-200	乔治敦大学	Georgetown University	美国
151-200	汉阳大学	Hanyang University	韩国
151-200	约翰霍普金斯大学	Johns Hopkins University	美国
151-200	庆应义塾大学	Keio University	日本
151-200	庆熙大学	Kyung Hee University	韩国
151-200	拉筹伯大学	La Trobe University	澳大利亚
151-200	南京大学	Nanjing University	中国
151-200	国立成功大学	National Cheng Kung University (NCKU)	台湾
151-200	国立交通大学	National Chiao Tung University	台湾
151-200	大阪大学	Osaka University	日本
151-200	中国人民大学	Renmin (People's) University of China	中国
151-200	莱斯大学	Rice University	美国
151-200	上海财经大学	Shanghai University of Finance and Economics	中国
151-200	斯德哥尔摩大学	Stockholm University	瑞典
151-200	马德里自治大学	Universidad Autónoma de Madrid	西班牙
151-200	马德里康普斯顿大学	University Complutense Madrid	西班牙
151-200	圣心天主大学	Università Cattolica del Sacro Cuore	意大利
151-200	帕多瓦大学	Università di Padova	意大利
151-200	科隆大学	University of Cologne	德国
151-200	庞培法布拉大学	Universitat Pompeu Fabra	西班牙
151-200	马来西亚国民大学	Universiti Kebangsaan Malaysia (UKM)	马来西亚
151-200	马来西亚博特拉大学	Universiti Putra Malaysia (UPM)	马来西亚
151-200	玛拉工艺大学	Universiti Teknologi MARA - UiTM	马来西亚
151-200	马来西亚北方大学	Universiti Utara Malaysia (UUM)	马来西亚
151-200	都柏林大学学院	University College Dublin	爱尔兰
151-200	阿伯丁大学	University of Aberdeen	英国
151-200	巴斯大学	University of Bath	英国
151-200	印尼大学	Universitas Indonesia	印尼
151-200	利兹大学	University of Leeds	英国
151-200	圣母大学	University of Notre Dame	美国
151-200	匹兹堡大学	University of Pittsburgh	美国
151-200	比勒陀利亚大学	University of Pretoria	南非
151-200	雷丁大学	University of Reading	英国
151-200	南安普敦大学	University of Southampton	英国
151-200	斯凯莱德大学	University of Strathclyde	英国
151-200	德克萨斯大学达拉斯分校	University of Texas Dallas	美国
151-200	弗吉尼亚大学	University of Virginia	美国
151-200	卧龙岗大学	University of Wollongong	澳大利亚
151-200	阿姆斯特丹自由大学	Vrije Universiteit Amsterdam	荷兰
151-200	圣路易斯华盛顿大学	Washington University in St. Louis	美国
151-200	拜斯海姆管理学院	WHU - Otto Beisheim School of Management	德国
1	哈佛大学	Harvard University	美国
2	伦敦商学院	London Business School	英国
3	欧洲工商管理学院	INSEAD	法国
4	麻省理工学院	Massachusetts Institute of Technology (MIT)	美国
5	宾夕法尼亚大学	University of Pennsylvania	美国
6	斯坦福大学	Stanford University	美国
